part,severity,damage_type,coverage_percent,cost
front_light,minor,glass shatter,5.78,4660
back_bumper,minor,glass shatter,6.71,6005
back_light,minor,tire flat,24.04,1133
front_bumper,moderate,crack,10.45,5790
front_glass,minor,crack,15.99,8331
hood,minor,crack,9.85,5653
hood,minor,scratch,2.48,2348
back_light,moderate,glass shatter,20.73,6859
front_bumper,minor,tire flat,17.61,2619
back_glass,minor,tire flat,21.94,4060
hood,moderate,glass shatter,6.48,22701
back_door,moderate,dent,15.18,5668
front_door,minor,scratch,6.19,1831
front_bumper,minor,dent,18.18,2760
front_door,minor,dent,18.42,4659
front_glass,moderate,dent,9.8,10630
front_bumper,severe,glass shatter,11.64,22322
back_door,moderate,tire flat,24.77,4664
front_door,moderate,glass shatter,7.08,18516
back_light,minor,glass shatter,24.43,4394
front_glass,minor,glass shatter,13.79,18122
hood,minor,glass shatter,7.81,11871
back_door,minor,crack,20.32,5050
back_bumper,minor,tire flat,5.32,1848
back_bumper,moderate,tire flat,22.31,3411
back_bumper,moderate,glass shatter,12.98,12416
back_light,minor,glass shatter,5.65,3844
front_glass,minor,glass shatter,12.24,18233
back_glass,severe,tire flat,1.13,11506
front_glass,moderate,dent,10.71,12048
front_light,minor,lamp broken,15.7,2817
front_bumper,severe,scratch,19.19,3906
front_bumper,moderate,tire flat,19.98,3646
front_light,moderate,crack,19.72,4050
front_light,moderate,crack,8.27,3668
front_glass,moderate,dent,13.83,13113
back_light,moderate,scratch,21.23,1064
back_bumper,severe,glass shatter,9.17,17863
back_door,moderate,scratch,21.57,3072
back_glass,minor,tire flat,15.4,4675
front_door,moderate,lamp broken,9.24,11424
front_door,minor,glass shatter,4.16,9208
hood,moderate,crack,23.76,11223
back_light,severe,lamp broken,22.65,7884
back_door,minor,lamp broken,13.81,6817
back_bumper,moderate,crack,15.66,5067
back_light,minor,glass shatter,2.69,3577
back_bumper,severe,dent,10.89,7666
front_bumper,moderate,crack,3.55,5721
front_bumper,moderate,crack,6.49,5598
front_light,minor,lamp broken,7.67,2752
front_door,severe,scratch,3.03,5096
back_light,minor,tire flat,11.84,1232
front_glass,minor,dent,7.99,7078
back_light,minor,tire flat,20.7,1263
back_bumper,minor,scratch,1.09,982
front_bumper,minor,crack,13.93,3494
back_glass,moderate,lamp broken,9.13,15187
back_light,minor,dent,15.16,1645
back_bumper,moderate,glass shatter,12.32,11181
back_glass,minor,scratch,10.32,2168
front_door,severe,tire flat,19.97,8093
front_glass,moderate,lamp broken,1.34,19853
front_door,minor,tire flat,12.1,2816
front_bumper,moderate,glass shatter,24.24,12674
front_light,minor,lamp broken,22.38,3628
back_light,moderate,crack,9.71,3029
front_door,moderate,tire flat,1.19,5132
front_glass,minor,scratch,18.68,3511
back_door,severe,glass shatter,6.39,23810
front_light,minor,tire flat,7.97,1336
back_bumper,minor,crack,15.92,3673
front_door,moderate,crack,5.51,7852
back_glass,minor,dent,9.75,4685
back_light,minor,tire flat,16.88,1128
front_bumper,minor,dent,12.16,3044
front_door,minor,lamp broken,7.73,7117
back_glass,minor,scratch,17.05,2129
front_light,severe,dent,8.54,4326
back_glass,minor,scratch,5.73,2169
back_glass,moderate,glass shatter,14.21,23007
back_bumper,minor,glass shatter,4.16,6210
front_bumper,severe,dent,24.27,7908
back_glass,moderate,tire flat,5.41,6609
front_door,minor,dent,10.51,3986
hood,minor,glass shatter,19.63,14247
front_bumper,moderate,scratch,7.6,2238
back_light,minor,tire flat,23.5,1194
back_glass,minor,lamp broken,10.97,9528
front_door,minor,glass shatter,4.82,9228
back_glass,severe,dent,12.57,15792
back_bumper,minor,lamp broken,10.92,4915
back_door,moderate,tire flat,10.64,4402
hood,minor,scratch,17.85,2182
back_glass,moderate,tire flat,1.48,7044
front_bumper,minor,glass shatter,20.41,8276
front_glass,minor,glass shatter,12.76,17343
front_bumper,minor,crack,18.2,3684
hood,minor,glass shatter,10.53,13073
front_bumper,minor,lamp broken,1.61,4975
front_light,minor,tire flat,3.57,1219
back_door,minor,tire flat,4.89,2787
back_glass,minor,tire flat,17.35,4243
front_glass,minor,lamp broken,14.95,13878
hood,moderate,lamp broken,21.61,13757
front_bumper,minor,dent,16.04,2829
back_door,minor,lamp broken,6.42,6220
front_bumper,moderate,tire flat,9.69,3927
hood,moderate,lamp broken,19.31,14875
back_door,minor,tire flat,8.77,2954
hood,minor,dent,6.63,5068
back_glass,moderate,tire flat,4.08,6752
front_bumper,minor,glass shatter,2.3,6466
back_bumper,minor,crack,16.79,2927
front_bumper,moderate,scratch,5.55,2037
front_bumper,minor,crack,13.3,3324
front_glass,moderate,crack,18.92,15142
back_light,minor,glass shatter,17.9,3723
back_glass,minor,tire flat,11.48,3980
back_glass,minor,lamp broken,7.87,8395
back_light,minor,glass shatter,21.04,4156
front_door,minor,scratch,10.05,1638
back_door,moderate,glass shatter,15.1,14571
back_bumper,minor,dent,10.93,2380
front_glass,minor,tire flat,16.87,5611
front_glass,severe,tire flat,12.03,14939
front_door,minor,glass shatter,20.93,10888
front_door,minor,dent,20.1,4181
front_light,minor,scratch,19.88,841
back_glass,severe,scratch,24.16,7270
front_glass,minor,glass shatter,1.16,16029
front_door,minor,crack,10.08,4443
back_glass,severe,scratch,15.55,6698
front_glass,moderate,glass shatter,23.67,31203
front_bumper,minor,scratch,5.3,1300
back_bumper,minor,dent,21.06,2713
front_bumper,moderate,scratch,5.44,2076
back_bumper,minor,crack,10.02,3503
hood,moderate,scratch,17.52,4117
back_glass,minor,crack,5.0,6489
back_glass,minor,crack,15.95,6260
back_bumper,moderate,dent,2.22,4073
front_glass,minor,scratch,11.17,2787
back_light,minor,tire flat,17.43,1300
back_light,minor,lamp broken,22.85,2462
front_glass,severe,tire flat,2.89,14836
back_door,moderate,glass shatter,22.26,15308
back_bumper,minor,dent,19.0,2796
front_glass,moderate,tire flat,2.25,8543
front_door,moderate,tire flat,8.97,5026
hood,moderate,crack,19.7,10483
front_bumper,moderate,glass shatter,10.04,13443
back_light,moderate,scratch,11.73,999
back_bumper,minor,dent,17.79,2621
front_glass,moderate,crack,20.88,14102
front_glass,moderate,tire flat,20.13,10488
back_bumper,moderate,scratch,18.36,1824
hood,minor,dent,16.29,4799
hood,minor,crack,23.73,6049
front_bumper,minor,dent,19.97,2687
back_bumper,moderate,lamp broken,9.23,8648
front_door,moderate,dent,16.9,7450
front_glass,minor,glass shatter,7.15,18038
front_door,minor,lamp broken,18.58,8300
back_door,minor,tire flat,8.14,2883
back_light,minor,tire flat,9.82,1101
back_bumper,minor,tire flat,17.56,2150
back_glass,minor,glass shatter,12.48,14333
back_door,minor,lamp broken,23.08,6725
front_door,moderate,dent,1.43,6655
front_bumper,moderate,glass shatter,7.65,12531
hood,moderate,scratch,14.39,3613
back_light,minor,dent,1.42,1292
back_glass,severe,glass shatter,3.25,35420
back_light,minor,tire flat,12.58,1275
front_light,minor,crack,13.13,2018
back_bumper,moderate,dent,12.05,4824
front_bumper,moderate,glass shatter,11.78,11812
front_door,moderate,lamp broken,6.23,12321
front_light,moderate,scratch,22.07,1357
back_door,minor,scratch,10.57,1556
hood,minor,tire flat,22.5,4257
front_bumper,severe,lamp broken,20.86,15215
back_glass,moderate,scratch,9.57,4030
hood,minor,lamp broken,13.14,9322
hood,severe,dent,8.29,14055
hood,moderate,dent,16.14,9394
hood,minor,crack,21.44,6335
back_door,minor,dent,14.55,4087
back_bumper,moderate,tire flat,21.13,3430
hood,moderate,dent,19.93,9639
front_light,minor,dent,4.58,1782
back_bumper,minor,tire flat,23.38,2239
back_bumper,moderate,tire flat,8.86,3502
back_light,minor,glass shatter,10.5,3630
front_glass,minor,glass shatter,12.58,18544
front_glass,minor,lamp broken,20.45,12360
back_glass,minor,glass shatter,2.47,12161
back_glass,severe,glass shatter,6.38,35576
back_glass,moderate,dent,17.09,8646
front_bumper,minor,lamp broken,20.31,5423
hood,moderate,glass shatter,13.7,23942
front_light,moderate,scratch,14.57,1369
front_glass,minor,crack,16.2,9682
front_light,minor,scratch,12.47,814
front_glass,moderate,glass shatter,2.18,28290
back_door,minor,scratch,1.4,1751
back_glass,minor,dent,12.56,5697
back_glass,severe,lamp broken,23.47,23813
front_glass,minor,scratch,20.19,3640
front_bumper,minor,crack,12.89,3601
back_light,minor,glass shatter,16.81,3541
back_door,minor,lamp broken,4.62,6749
front_light,moderate,crack,6.44,3576
front_door,moderate,glass shatter,2.4,16805
front_bumper,moderate,lamp broken,15.31,8125
front_glass,moderate,crack,12.82,13106
front_light,severe,tire flat,13.24,3227
back_door,minor,glass shatter,15.53,9237
hood,minor,tire flat,2.49,3373
back_door,minor,dent,16.24,4012
back_door,minor,crack,18.24,5314
hood,minor,tire flat,14.34,4242
hood,severe,crack,22.38,19025
back_glass,minor,lamp broken,16.1,9192
front_door,severe,dent,24.85,12197
front_light,moderate,dent,12.9,2791
back_bumper,minor,scratch,3.62,1151
front_light,severe,crack,10.01,5683
back_light,severe,dent,4.19,3469
back_light,minor,crack,10.54,1778
front_glass,minor,scratch,3.55,2968
back_door,minor,crack,22.47,4686
back_door,severe,glass shatter,24.38,28246
back_bumper,minor,crack,5.46,3350
back_door,minor,tire flat,18.54,3180
front_bumper,moderate,tire flat,10.54,3628
front_bumper,moderate,crack,8.73,5476
back_glass,moderate,lamp broken,20.7,16431
front_light,moderate,scratch,20.98,1341
back_bumper,moderate,glass shatter,20.92,11672
back_bumper,severe,dent,11.5,7583
front_light,moderate,scratch,22.8,1268
front_light,moderate,tire flat,9.59,2023
front_bumper,minor,glass shatter,14.28,7737
front_door,minor,dent,24.99,4855
back_glass,severe,crack,20.96,16209
back_light,moderate,crack,2.73,3017
front_bumper,minor,crack,1.65,3468
back_door,moderate,scratch,7.68,2979
back_door,moderate,tire flat,3.82,4996
back_bumper,minor,glass shatter,23.5,6505
back_door,minor,lamp broken,19.04,6424
front_light,minor,lamp broken,1.88,3099
back_bumper,moderate,dent,22.74,4650
hood,minor,dent,20.21,4904
front_door,minor,crack,22.25,5769
front_door,moderate,crack,11.41,8693
hood,minor,dent,23.14,4754
back_bumper,moderate,dent,7.5,3827
front_door,minor,tire flat,18.39,3213
front_door,moderate,tire flat,5.64,4541
back_door,moderate,scratch,9.72,2484
front_door,minor,dent,24.44,4667
hood,minor,scratch,18.03,2044
hood,minor,scratch,23.84,2189
back_glass,severe,tire flat,13.83,12159
front_door,moderate,glass shatter,2.54,16472
back_light,severe,scratch,13.29,1704
back_light,minor,glass shatter,15.86,3924
front_bumper,moderate,crack,3.81,6039
front_glass,moderate,tire flat,23.08,8515
front_light,minor,dent,23.92,1783
back_glass,severe,glass shatter,3.26,32035
back_bumper,minor,lamp broken,1.13,4747
front_light,minor,tire flat,9.49,1357
front_bumper,minor,glass shatter,17.77,6997
back_glass,moderate,scratch,23.23,3923
back_glass,minor,tire flat,23.78,4659
front_light,severe,scratch,11.2,2207
front_bumper,severe,glass shatter,5.07,21265
front_light,minor,lamp broken,8.41,2739
front_glass,minor,tire flat,24.46,6197
back_glass,minor,scratch,11.89,2197
hood,minor,lamp broken,18.62,8600
front_bumper,minor,dent,16.44,3298
hood,moderate,crack,24.94,10722
front_glass,minor,scratch,13.89,3280
back_door,minor,crack,11.6,4726
front_door,moderate,dent,16.59,7473
back_glass,minor,glass shatter,22.65,15305
front_bumper,minor,scratch,10.84,1219
front_light,minor,glass shatter,8.86,4699
front_glass,minor,scratch,4.1,3244
back_glass,moderate,dent,24.49,8414
back_bumper,minor,glass shatter,7.51,6835
back_door,minor,crack,13.55,4992
front_light,severe,tire flat,5.58,3373
back_door,minor,glass shatter,17.69,8857
back_bumper,moderate,scratch,24.0,2270
back_light,minor,scratch,4.41,578
back_glass,minor,tire flat,1.58,4227
front_light,minor,crack,8.69,2144
hood,minor,crack,2.32,5567
back_bumper,minor,tire flat,5.64,1997
front_door,minor,scratch,6.94,1843
front_light,severe,glass shatter,12.34,11464
front_door,minor,glass shatter,18.46,12026
back_door,moderate,scratch,23.16,3016
back_bumper,minor,tire flat,15.93,2113
front_bumper,moderate,lamp broken,15.72,9327
back_light,moderate,dent,1.63,2564
back_bumper,minor,glass shatter,13.62,6092
front_bumper,minor,crack,6.61,3167
back_glass,moderate,crack,24.74,11285
front_light,minor,scratch,7.64,728
back_glass,minor,lamp broken,10.15,10322
back_light,minor,lamp broken,11.05,2863
back_bumper,minor,glass shatter,3.88,5937
back_door,minor,glass shatter,5.27,10308
back_door,minor,crack,6.7,4209
front_glass,minor,dent,8.3,7601
hood,moderate,glass shatter,4.45,22720
front_bumper,moderate,crack,2.57,5926
back_door,minor,scratch,23.51,1939
back_door,moderate,crack,20.16,8540
hood,minor,lamp broken,15.21,9229
back_bumper,minor,lamp broken,15.62,4340
back_bumper,moderate,dent,1.72,4563
back_light,severe,lamp broken,8.57,6431
back_door,moderate,dent,5.06,5845
front_glass,moderate,glass shatter,19.12,34666
hood,minor,glass shatter,15.8,11513
front_bumper,moderate,dent,18.58,4709
front_door,moderate,scratch,10.21,2950
back_door,minor,lamp broken,4.39,6813
back_door,minor,crack,20.09,5096
back_light,severe,dent,14.26,3721
front_glass,severe,dent,3.4,19047
hood,moderate,lamp broken,22.69,14648
back_light,moderate,lamp broken,17.03,4679
back_light,minor,lamp broken,18.76,2421
hood,minor,scratch,9.7,2232
back_light,severe,scratch,19.43,1660
back_bumper,moderate,glass shatter,5.63,11338
back_door,minor,lamp broken,10.11,6975
back_door,severe,crack,21.31,12669
front_glass,moderate,crack,13.04,15344
back_door,minor,lamp broken,17.97,7798
hood,moderate,scratch,8.78,3363
back_glass,moderate,crack,7.65,9519
front_glass,moderate,crack,23.75,16831
back_light,minor,crack,4.29,1730
back_light,minor,lamp broken,22.33,2559
back_bumper,minor,lamp broken,10.43,5171
front_light,minor,glass shatter,17.57,4814
front_glass,minor,dent,6.22,7195
front_door,moderate,glass shatter,21.45,16774
back_door,minor,tire flat,7.52,2778
front_door,minor,scratch,15.49,2063
front_bumper,minor,scratch,5.11,1276
back_door,moderate,scratch,2.65,3011
back_bumper,minor,lamp broken,7.55,4654
back_light,minor,tire flat,16.1,1074
front_glass,severe,lamp broken,13.35,33917
front_light,moderate,glass shatter,10.87,7533
hood,minor,glass shatter,6.63,13751
back_glass,moderate,tire flat,24.92,6823
back_door,moderate,glass shatter,17.37,17905
back_light,minor,glass shatter,20.34,4176
back_bumper,moderate,dent,4.2,3747
hood,moderate,lamp broken,9.02,14587
front_door,severe,glass shatter,7.66,27888
back_glass,moderate,lamp broken,10.45,16741
hood,moderate,lamp broken,12.95,14538
back_bumper,minor,crack,20.5,3263
back_light,moderate,glass shatter,20.02,6290
front_door,moderate,scratch,16.41,3332
back_glass,minor,glass shatter,22.01,13243
back_door,minor,glass shatter,22.99,10104
front_door,moderate,tire flat,22.06,5106
hood,minor,scratch,19.8,2248
front_bumper,moderate,dent,22.32,4954
back_bumper,minor,lamp broken,24.49,4821
back_glass,minor,crack,3.43,6652
front_bumper,severe,glass shatter,1.63,20610
front_door,minor,scratch,9.04,1963
back_door,minor,crack,14.45,4736
front_door,moderate,scratch,3.37,2931
back_glass,minor,crack,10.93,6750
front_light,minor,scratch,18.62,745
front_light,minor,glass shatter,20.34,4587
front_bumper,severe,dent,8.25,7096
hood,minor,tire flat,20.76,4088
front_glass,moderate,tire flat,18.35,9759
back_bumper,minor,dent,3.34,2784
back_bumper,moderate,dent,3.87,4580
front_bumper,minor,tire flat,7.82,2139
front_glass,minor,tire flat,23.21,5751
back_light,moderate,dent,10.47,2347
front_bumper,minor,dent,12.52,3239
back_door,minor,dent,23.25,4198
front_light,moderate,glass shatter,21.68,8699
back_light,minor,lamp broken,17.19,2491
front_bumper,minor,crack,16.43,3493
back_bumper,minor,scratch,7.19,1113
back_glass,moderate,crack,9.34,9708
hood,moderate,glass shatter,13.62,21551
back_door,moderate,glass shatter,15.9,15863
back_light,minor,dent,11.72,1309
front_bumper,moderate,lamp broken,3.11,8287
front_bumper,minor,crack,11.79,3835
back_door,moderate,dent,21.37,6855
front_door,minor,crack,16.6,5121
front_light,minor,scratch,2.62,754
front_glass,minor,scratch,19.69,3130
front_door,minor,lamp broken,21.7,7837
front_glass,moderate,dent,9.05,11989
back_door,moderate,dent,12.48,6329
front_bumper,moderate,lamp broken,11.68,9575
front_door,moderate,crack,1.05,7835
front_glass,minor,lamp broken,9.28,12704
back_bumper,moderate,tire flat,22.23,3894
back_glass,moderate,scratch,2.32,3685
front_light,minor,dent,1.97,1774
back_bumper,minor,tire flat,8.0,1791
back_bumper,moderate,scratch,17.77,2011
back_door,minor,lamp broken,7.8,6791
front_glass,minor,glass shatter,5.04,17450
back_glass,minor,scratch,24.9,2712
back_bumper,moderate,crack,15.38,5437
back_bumper,moderate,tire flat,16.52,3810
front_door,moderate,crack,22.83,9449
front_door,minor,scratch,4.43,1848
front_light,minor,glass shatter,8.58,4826
hood,minor,tire flat,18.38,3951
front_glass,minor,glass shatter,18.24,20295
front_bumper,moderate,lamp broken,14.7,9117
back_bumper,minor,tire flat,12.69,2110
front_door,moderate,tire flat,14.8,5223
hood,minor,lamp broken,24.26,9963
front_light,minor,crack,3.08,2276
back_glass,minor,dent,15.38,5204
back_glass,minor,tire flat,23.35,4514
back_light,moderate,scratch,19.09,1222
front_bumper,moderate,crack,13.77,6416
back_door,minor,dent,22.91,3671
back_door,minor,dent,17.32,3835
front_bumper,minor,crack,3.82,3043
back_bumper,moderate,lamp broken,24.16,7624
front_bumper,minor,scratch,3.14,1233
front_light,minor,glass shatter,1.51,4459
back_door,minor,glass shatter,23.95,11046
front_bumper,minor,scratch,22.1,1281
front_bumper,minor,tire flat,6.83,2209
front_light,minor,glass shatter,18.86,4296
back_bumper,minor,tire flat,10.21,2122
front_bumper,minor,dent,20.69,3121
back_glass,minor,tire flat,12.65,3789
back_glass,severe,scratch,19.24,5925
front_light,minor,tire flat,7.62,1214
hood,minor,glass shatter,21.18,13425
back_light,minor,scratch,2.12,642
back_glass,minor,scratch,12.76,2152
front_door,minor,scratch,5.29,1651
front_bumper,minor,lamp broken,18.35,5257
back_light,severe,glass shatter,9.47,9090
front_glass,minor,crack,3.12,8323
back_door,minor,crack,11.4,4491
back_light,minor,scratch,16.13,667
front_light,severe,dent,20.6,4927
front_light,minor,scratch,11.83,688
back_glass,severe,crack,15.16,15507
front_glass,moderate,dent,15.73,11680
front_bumper,minor,scratch,4.0,1389
back_bumper,minor,lamp broken,8.22,4760
front_bumper,severe,scratch,21.12,3202
back_light,moderate,glass shatter,12.91,6073
front_door,minor,scratch,1.41,1835
front_door,moderate,crack,21.19,7802
front_glass,minor,dent,4.22,6206
front_light,minor,glass shatter,16.5,4902
hood,moderate,dent,12.52,9295
back_light,moderate,scratch,24.5,1204
front_door,minor,scratch,20.17,1745
front_light,minor,dent,13.92,1636
front_bumper,severe,dent,11.11,8281
back_door,minor,lamp broken,24.56,6818
front_glass,minor,scratch,6.91,3172
back_door,minor,lamp broken,8.28,6125
back_door,minor,glass shatter,13.36,9414
back_glass,minor,tire flat,7.72,4337
front_light,moderate,glass shatter,10.88,6761
front_door,minor,scratch,12.14,1878
back_light,minor,glass shatter,3.6,3224
back_door,moderate,tire flat,20.63,5217
back_light,moderate,dent,22.51,2701
front_door,minor,scratch,16.6,1805
front_glass,minor,tire flat,6.71,5271
front_light,minor,lamp broken,24.24,3232
front_door,minor,lamp broken,14.38,8162
front_light,minor,glass shatter,7.48,4095
front_bumper,minor,scratch,21.63,1312
back_light,moderate,scratch,7.59,1096
hood,minor,crack,8.37,5992
hood,moderate,glass shatter,14.22,20173
front_door,minor,glass shatter,12.79,10941
front_bumper,moderate,tire flat,6.26,3377
back_light,moderate,scratch,9.41,1000
back_light,moderate,scratch,6.83,1029
back_door,minor,scratch,16.58,1771
front_door,severe,dent,23.97,10170
front_glass,minor,scratch,12.86,3028
back_light,minor,glass shatter,22.59,3554
front_light,moderate,glass shatter,6.61,8135
front_bumper,minor,scratch,4.38,1236
back_door,severe,tire flat,14.51,8065
hood,severe,scratch,24.07,6450
back_glass,moderate,dent,6.43,8768
back_bumper,severe,dent,21.07,6872
hood,severe,tire flat,6.45,8938
back_light,minor,glass shatter,14.01,3572
front_glass,minor,tire flat,6.48,5548
front_glass,moderate,glass shatter,9.65,28828
back_bumper,moderate,dent,10.39,4863
hood,minor,lamp broken,19.54,9743
front_bumper,severe,crack,24.88,10439
hood,moderate,dent,9.92,8840
back_light,minor,crack,21.17,1647
back_door,minor,lamp broken,7.64,6813
front_light,minor,tire flat,9.27,1189
front_door,moderate,glass shatter,16.44,18056
front_door,minor,crack,11.9,4947
back_door,minor,tire flat,19.63,2777
front_bumper,severe,scratch,16.27,3271
front_light,minor,scratch,16.95,801
front_light,severe,dent,23.6,4969
back_bumper,moderate,tire flat,5.93,3020
front_light,moderate,scratch,22.11,1484
front_door,moderate,lamp broken,5.3,12657
back_glass,minor,crack,20.89,6080
front_bumper,minor,glass shatter,24.94,7738
back_bumper,moderate,dent,24.72,4829
back_bumper,moderate,crack,1.32,4973
front_light,minor,lamp broken,8.43,3447
front_glass,severe,tire flat,20.88,16333
back_door,moderate,dent,21.39,6622
front_door,severe,lamp broken,22.3,20215
front_bumper,moderate,lamp broken,22.75,8883
front_door,moderate,dent,23.77,7912
back_light,minor,glass shatter,19.57,3504
front_door,minor,dent,7.84,3623
back_door,minor,scratch,3.07,1656
front_light,minor,crack,8.98,2341
hood,severe,crack,20.68,17969
back_glass,severe,tire flat,21.32,12558
back_door,minor,dent,14.22,3856
back_light,minor,lamp broken,1.81,2752
back_door,moderate,glass shatter,16.49,16776
front_door,minor,dent,15.75,4606
back_bumper,severe,lamp broken,17.5,12301
front_door,minor,scratch,12.34,2002
front_door,moderate,crack,22.03,9591
back_glass,minor,lamp broken,1.03,9867
back_glass,minor,glass shatter,23.34,14676
front_glass,moderate,scratch,2.61,5024
back_light,minor,dent,17.92,1436
front_light,minor,dent,21.49,2010
back_light,minor,dent,21.27,1526
back_bumper,minor,glass shatter,8.53,7393
back_light,minor,dent,22.2,1414
front_door,minor,dent,9.64,3803
front_door,moderate,dent,13.64,7638
front_bumper,moderate,tire flat,22.57,3512
front_light,minor,scratch,12.87,867
back_bumper,minor,tire flat,9.0,2226
front_light,moderate,scratch,3.31,1285
front_door,severe,scratch,11.85,4711
front_door,moderate,scratch,4.92,2603
back_bumper,moderate,glass shatter,12.25,11275
back_light,severe,dent,8.46,3491
front_bumper,minor,crack,2.78,3381
front_bumper,moderate,tire flat,6.11,4021
hood,moderate,tire flat,21.77,6880
hood,moderate,tire flat,5.83,5646
front_light,moderate,scratch,19.03,1308
hood,minor,dent,8.62,4678
hood,minor,scratch,16.99,2531
back_light,moderate,lamp broken,13.29,3998
back_door,minor,crack,12.36,4745
back_glass,minor,dent,8.3,5234
front_bumper,severe,glass shatter,21.78,19763
front_glass,moderate,crack,19.49,13281
front_glass,minor,tire flat,23.18,5473
back_door,minor,lamp broken,22.76,7122
back_glass,minor,glass shatter,19.75,14648
hood,moderate,dent,4.03,8127
back_door,moderate,scratch,16.6,3160
front_door,moderate,tire flat,2.97,5547
back_light,moderate,dent,4.06,2155
back_bumper,moderate,lamp broken,22.17,7942
back_glass,moderate,lamp broken,23.78,14779
back_door,moderate,crack,18.99,8174
hood,minor,glass shatter,21.84,13423
front_glass,minor,lamp broken,23.81,14116
back_glass,moderate,glass shatter,10.51,20218
front_bumper,minor,crack,16.32,3213
back_light,moderate,scratch,10.31,1144
front_door,moderate,crack,12.49,8005
front_glass,minor,lamp broken,11.54,11580
back_door,moderate,dent,19.73,6159
back_bumper,moderate,tire flat,3.73,3381
front_door,moderate,glass shatter,10.38,16803
back_glass,moderate,lamp broken,16.68,15301
back_light,severe,glass shatter,5.67,8686
back_light,minor,tire flat,11.27,1106
front_glass,minor,glass shatter,7.11,17401
front_light,minor,lamp broken,6.98,2708
hood,moderate,glass shatter,23.53,20404
back_door,moderate,scratch,1.48,2433
front_glass,moderate,scratch,23.21,5975
front_glass,minor,crack,16.7,9200
front_light,severe,glass shatter,18.8,10890
front_door,moderate,dent,1.89,7233
back_door,minor,dent,10.44,3589
front_bumper,moderate,dent,19.12,4867
back_glass,minor,lamp broken,3.29,9540
back_door,moderate,dent,20.04,6915
back_door,moderate,crack,8.98,8018
back_light,minor,dent,22.76,1445
hood,minor,glass shatter,24.86,14840
back_light,moderate,scratch,6.41,962
back_light,minor,tire flat,12.75,1142
front_door,moderate,scratch,12.27,3011
back_light,minor,tire flat,21.13,1316
back_light,minor,crack,4.67,1825
front_door,moderate,scratch,14.04,3412
back_light,severe,glass shatter,11.45,10057
hood,minor,crack,23.17,6530
front_light,minor,lamp broken,17.42,3093
front_door,severe,scratch,7.74,4491
back_door,moderate,tire flat,19.56,4712
back_light,minor,tire flat,20.57,1301
back_door,minor,scratch,10.06,1588
back_bumper,minor,tire flat,7.05,1826
front_glass,moderate,tire flat,24.59,10575
front_light,minor,scratch,20.28,898
front_glass,minor,dent,6.96,6707
front_light,moderate,dent,4.14,2821
front_door,minor,tire flat,5.7,3171
front_door,minor,dent,8.76,4278
back_light,minor,scratch,23.67,692
back_glass,moderate,lamp broken,2.12,15417
back_bumper,moderate,glass shatter,23.05,12018
back_light,minor,crack,11.83,1974
back_light,moderate,tire flat,16.18,1896
hood,minor,tire flat,1.91,3278
back_light,minor,scratch,5.91,615
back_door,severe,glass shatter,23.9,24929
back_door,minor,crack,13.33,4268
front_bumper,moderate,crack,20.35,6378
front_light,minor,crack,18.08,2383
back_bumper,minor,lamp broken,22.28,4846
front_door,moderate,lamp broken,15.3,12210
front_light,moderate,lamp broken,4.63,4837
front_door,moderate,dent,23.84,6669
front_glass,minor,scratch,10.91,3070
back_door,minor,crack,19.52,4609
front_door,minor,tire flat,13.07,3014
back_bumper,minor,glass shatter,13.96,6404
back_door,minor,lamp broken,14.89,6050
back_glass,moderate,dent,19.76,10078
hood,severe,crack,12.26,15235
hood,moderate,crack,20.87,10680
front_glass,minor,glass shatter,15.58,17136
back_glass,minor,dent,6.48,4868
back_light,moderate,tire flat,8.77,1779
front_door,minor,glass shatter,22.24,9689
back_bumper,minor,scratch,8.51,1231
back_door,moderate,scratch,8.45,2773
back_glass,minor,crack,22.48,6928
front_bumper,minor,dent,21.11,2865
front_light,minor,lamp broken,9.21,2975
back_door,moderate,crack,22.52,8205
front_light,moderate,tire flat,24.8,2378
back_door,moderate,lamp broken,9.88,10188
back_glass,minor,crack,16.14,6895
front_light,minor,lamp broken,1.99,2653
hood,minor,dent,12.85,4579
back_bumper,moderate,crack,20.54,5212
back_door,minor,tire flat,3.16,2592
back_glass,severe,dent,13.59,14076
back_door,severe,scratch,23.91,5183
front_glass,severe,glass shatter,4.2,41750
front_bumper,minor,glass shatter,12.56,6665
back_light,minor,glass shatter,6.1,3750
hood,moderate,dent,2.54,7736
back_door,moderate,dent,19.95,6798
back_door,minor,dent,18.24,3761
hood,moderate,crack,18.35,11291
front_glass,minor,lamp broken,21.54,14664
back_bumper,minor,crack,19.5,3544
back_door,severe,lamp broken,17.3,17824
back_glass,moderate,scratch,24.0,3635
back_bumper,minor,scratch,3.42,1124
back_glass,minor,tire flat,17.79,4498
front_glass,minor,scratch,6.73,3359
front_door,severe,scratch,11.66,5183
back_bumper,minor,dent,5.15,2671
front_bumper,moderate,scratch,5.63,2328
front_door,minor,crack,22.84,5333
front_glass,severe,scratch,5.27,8854
back_light,minor,dent,20.65,1548
front_door,minor,crack,24.07,5546
front_bumper,minor,tire flat,4.21,2359
hood,minor,crack,15.05,6235
back_door,severe,tire flat,6.64,6824
front_bumper,minor,crack,20.3,4017
front_bumper,moderate,tire flat,10.1,4157
front_glass,severe,tire flat,20.81,14096
hood,minor,scratch,22.36,2489
hood,minor,lamp broken,6.3,8261
