part,severity,damage_type,coverage_percent,cost
front_light,minor,scratch,6.42,712
front_glass,moderate,tire flat,18.41,8989
front_light,severe,crack,9.17,6150
front_bumper,minor,lamp broken,13.8,4581
front_bumper,moderate,tire flat,11.53,4148
back_door,minor,lamp broken,9.27,5783
front_door,minor,crack,2.24,4944
front_door,moderate,lamp broken,8.17,11927
back_door,minor,dent,12.62,4395
front_light,minor,glass shatter,11.79,4239
front_door,minor,glass shatter,4.6,10372
front_light,minor,scratch,17.39,738
hood,minor,crack,24.74,5594
back_light,minor,lamp broken,13.18,2985
front_glass,moderate,lamp broken,18.8,18556
front_glass,moderate,glass shatter,18.49,28179
front_glass,minor,dent,4.17,6634
hood,minor,glass shatter,19.42,13034
front_light,minor,glass shatter,9.99,3878
back_light,moderate,lamp broken,20.81,4077
back_light,minor,glass shatter,5.41,3910
front_light,moderate,dent,3.05,3190
back_light,minor,crack,14.29,1778
back_glass,moderate,tire flat,10.76,7767
back_glass,minor,crack,6.56,6658
back_light,moderate,dent,6.18,2451
back_light,minor,crack,1.54,1663
back_bumper,moderate,glass shatter,24.38,12683
back_bumper,moderate,glass shatter,16.7,10510
front_light,moderate,lamp broken,8.75,4620
front_bumper,minor,dent,9.25,2894
back_bumper,moderate,dent,21.68,4307
hood,minor,lamp broken,13.76,9715
front_door,minor,scratch,24.08,2013
hood,minor,dent,9.69,5625
back_glass,moderate,lamp broken,8.78,17622
front_glass,severe,crack,9.76,24813
front_light,moderate,lamp broken,23.83,5614
front_light,minor,lamp broken,17.29,2792
back_glass,minor,scratch,22.31,2773
back_bumper,moderate,dent,18.21,4320
front_glass,severe,glass shatter,23.83,54991
back_glass,moderate,lamp broken,14.58,17195
back_glass,minor,lamp broken,20.83,10397
front_bumper,moderate,scratch,14.62,2401
back_glass,moderate,lamp broken,12.37,16513
front_glass,minor,crack,11.25,7950
back_glass,moderate,lamp broken,1.16,12765
front_door,moderate,dent,5.29,6636
front_door,minor,tire flat,23.54,3036
back_glass,moderate,tire flat,19.05,6242
front_light,minor,crack,23.73,1993
front_bumper,minor,lamp broken,4.3,5587
back_door,moderate,dent,7.46,6095
front_light,moderate,crack,1.43,3022
back_glass,moderate,glass shatter,14.71,21241
back_glass,minor,dent,18.31,4756
hood,minor,crack,14.03,6974
back_light,minor,scratch,24.22,694
front_light,severe,scratch,17.53,1973
hood,moderate,tire flat,11.23,7029
front_bumper,minor,crack,15.27,3369
front_glass,minor,glass shatter,18.8,18831
hood,minor,tire flat,16.22,3404
front_door,moderate,dent,14.57,6954
front_light,minor,tire flat,15.82,1339
back_glass,minor,dent,14.5,5446
front_door,minor,scratch,17.92,2143
front_light,moderate,dent,14.81,3292
front_light,minor,lamp broken,4.88,3401
front_door,severe,lamp broken,16.16,19204
front_door,minor,dent,21.22,4685
front_light,minor,dent,4.96,1470
front_light,moderate,crack,12.03,3809
back_door,severe,crack,8.18,13375
back_light,minor,lamp broken,10.25,2481
back_door,severe,lamp broken,6.71,15496
front_bumper,moderate,tire flat,24.44,4389
front_light,minor,tire flat,19.23,1482
front_light,minor,glass shatter,19.04,4394
front_bumper,moderate,scratch,9.22,2032
front_light,minor,lamp broken,15.49,3537
front_door,minor,glass shatter,22.7,11894
front_bumper,moderate,scratch,21.8,2382
back_glass,severe,lamp broken,2.13,26122
front_bumper,moderate,lamp broken,16.38,7942
front_light,moderate,lamp broken,24.06,5742
back_bumper,minor,lamp broken,15.43,4679
front_door,minor,glass shatter,10.96,9846
back_glass,minor,glass shatter,19.7,14846
back_glass,minor,scratch,15.25,2689
back_light,moderate,glass shatter,6.54,6286
back_door,severe,tire flat,23.15,8681
back_bumper,moderate,dent,4.56,3945
back_door,minor,glass shatter,5.37,8964
back_door,minor,crack,21.79,4787
back_bumper,moderate,dent,13.52,3968
back_light,severe,scratch,15.66,2028
front_bumper,moderate,glass shatter,4.93,12402
back_light,moderate,tire flat,15.79,2049
front_light,moderate,glass shatter,2.98,6903
back_bumper,minor,scratch,19.46,1101
front_bumper,moderate,glass shatter,6.67,11614
back_bumper,minor,tire flat,15.52,1801
back_bumper,severe,tire flat,2.33,4946
front_light,minor,glass shatter,21.18,4457
back_glass,minor,glass shatter,6.99,14155
front_door,minor,crack,23.52,5650
front_bumper,moderate,scratch,4.0,2174
back_glass,moderate,tire flat,2.47,6440
front_door,severe,crack,6.39,11937
back_light,moderate,tire flat,15.1,1812
back_light,moderate,tire flat,15.16,1760
front_door,minor,scratch,14.39,1704
front_light,minor,scratch,20.16,818
back_light,minor,scratch,12.55,614
back_light,moderate,tire flat,17.3,1702
back_light,minor,glass shatter,21.28,3533
front_light,minor,crack,14.68,2108
front_light,minor,scratch,6.52,664
back_door,minor,glass shatter,6.96,8536
back_door,minor,dent,3.15,4150
front_door,moderate,lamp broken,2.3,11966
front_bumper,severe,tire flat,2.26,5241
front_bumper,minor,crack,2.71,3539
back_glass,moderate,crack,21.54,10083
back_light,moderate,lamp broken,1.85,4141
hood,moderate,dent,21.27,9535
front_door,minor,dent,18.83,4544
front_bumper,severe,lamp broken,23.36,16757
front_light,minor,dent,12.93,1909
front_door,severe,glass shatter,22.46,28586
back_light,severe,scratch,16.16,1589
front_bumper,minor,glass shatter,21.16,7700
front_glass,moderate,scratch,2.79,5260
hood,minor,tire flat,23.76,4033
front_door,minor,scratch,19.7,1877
back_door,minor,crack,4.69,4277
hood,minor,tire flat,20.41,4250
front_glass,minor,lamp broken,22.05,12429
back_light,severe,tire flat,1.58,3273
back_bumper,moderate,tire flat,1.91,2840
front_bumper,moderate,glass shatter,21.39,14000
back_glass,moderate,glass shatter,13.59,23149
hood,minor,lamp broken,7.75,9935
front_glass,minor,tire flat,23.52,5894
back_door,severe,glass shatter,12.36,26431
front_door,minor,dent,17.44,4766
back_bumper,moderate,crack,16.86,5337
front_glass,minor,lamp broken,4.85,12077
hood,minor,dent,23.78,5620
back_glass,moderate,dent,24.6,8311
front_bumper,minor,glass shatter,5.64,6691
front_glass,minor,crack,13.38,9279
back_bumper,minor,lamp broken,19.45,5029
hood,moderate,lamp broken,24.73,15149
front_bumper,severe,crack,15.58,8928
front_light,minor,dent,12.54,1806
front_glass,minor,glass shatter,18.36,18348
back_door,minor,lamp broken,12.79,6043
front_glass,minor,crack,2.09,8648
front_door,minor,glass shatter,8.29,11648
back_door,minor,lamp broken,16.02,6818
back_glass,moderate,dent,4.23,8592
front_door,minor,glass shatter,19.98,10115
front_light,minor,tire flat,20.07,1227
back_light,minor,dent,17.5,1503
back_glass,minor,glass shatter,7.8,13215
back_glass,moderate,dent,4.45,8937
back_glass,severe,crack,7.96,16081
back_bumper,minor,crack,24.82,3446
back_bumper,moderate,tire flat,23.04,3979
front_light,moderate,glass shatter,6.69,7366
back_glass,minor,crack,10.4,5523
front_bumper,minor,scratch,19.54,1182
back_bumper,minor,lamp broken,6.36,4132
front_bumper,severe,lamp broken,24.66,14773
front_bumper,minor,dent,14.64,3385
front_glass,severe,crack,10.92,22189
hood,minor,lamp broken,5.67,7635
front_glass,minor,scratch,4.72,3282
front_glass,minor,dent,4.06,5892
back_light,minor,crack,10.17,1769
back_door,minor,scratch,16.82,1751
back_bumper,minor,crack,13.4,3386
hood,minor,dent,10.91,4885
hood,moderate,dent,6.22,7242
hood,minor,lamp broken,7.61,9067
back_bumper,moderate,lamp broken,20.19,7965
front_door,minor,scratch,15.68,2044
front_bumper,minor,crack,1.36,3083
front_bumper,moderate,tire flat,7.03,3779
front_glass,moderate,scratch,6.86,5056
front_light,minor,dent,2.0,1902
back_door,minor,lamp broken,4.66,6919
back_door,moderate,crack,15.5,7354
front_glass,minor,dent,1.59,6637
back_door,moderate,lamp broken,18.86,12851
back_glass,minor,tire flat,23.75,4934
back_glass,moderate,crack,10.82,10912
back_light,minor,crack,2.09,1598
front_bumper,minor,dent,2.67,2492
hood,minor,tire flat,1.23,4220
back_door,moderate,tire flat,4.76,4988
front_light,moderate,lamp broken,8.43,5078
hood,minor,crack,14.74,5797
back_bumper,minor,glass shatter,8.1,7270
front_light,minor,lamp broken,1.52,2644
front_door,minor,glass shatter,12.37,11938
back_glass,minor,glass shatter,24.44,14772
back_bumper,moderate,glass shatter,1.66,9856
front_light,minor,crack,16.06,2275
hood,minor,glass shatter,23.62,12513
back_door,minor,tire flat,18.95,3525
front_bumper,minor,dent,16.12,3410
back_door,moderate,dent,1.41,5480
front_light,minor,crack,2.57,2153
back_bumper,minor,crack,23.75,3164
back_bumper,minor,dent,13.81,2602
front_door,minor,crack,3.27,4585
front_glass,minor,dent,7.93,6052
front_light,severe,crack,10.6,5892
hood,moderate,glass shatter,16.27,23780
front_bumper,minor,lamp broken,2.66,4297
back_light,moderate,glass shatter,1.61,5193
front_light,minor,glass shatter,2.72,4304
back_light,minor,tire flat,14.78,1097
back_light,moderate,scratch,23.42,1131
back_door,severe,dent,2.77,8654
front_glass,severe,dent,7.67,15916
back_door,minor,crack,3.07,5102
front_door,moderate,crack,11.15,7834
back_light,moderate,scratch,13.46,1151
front_glass,severe,tire flat,9.98,13102
back_door,moderate,glass shatter,1.64,14218
back_light,minor,crack,1.03,1925
back_bumper,moderate,crack,20.13,5748
front_glass,minor,tire flat,9.35,5781
back_door,moderate,tire flat,16.54,5009
back_door,minor,glass shatter,14.63,9347
front_glass,severe,tire flat,7.55,14346
back_glass,moderate,scratch,20.48,4471
hood,moderate,glass shatter,24.27,20893
back_glass,moderate,glass shatter,10.31,22114
back_door,moderate,crack,24.78,9383
front_bumper,minor,lamp broken,3.98,5431
front_glass,severe,glass shatter,11.33,46175
hood,minor,tire flat,21.95,4466
front_light,minor,lamp broken,22.14,2931
back_glass,minor,crack,17.74,6830
back_light,moderate,crack,10.44,2894
hood,moderate,tire flat,1.37,6958
front_door,minor,crack,21.33,4853
back_light,moderate,crack,12.41,3306
back_door,minor,tire flat,10.48,3350
back_glass,minor,crack,15.5,7268
back_bumper,minor,crack,23.17,3303
back_bumper,minor,dent,2.92,2878
back_door,moderate,tire flat,2.33,5180
front_glass,minor,dent,21.31,7298
hood,moderate,crack,24.23,11573
hood,minor,dent,3.11,4425
back_bumper,moderate,tire flat,13.29,3616
back_light,moderate,lamp broken,16.98,4307
back_bumper,moderate,tire flat,22.35,3826
hood,minor,glass shatter,5.72,13991
back_door,minor,dent,7.3,3337
front_light,minor,tire flat,24.8,1610
front_door,moderate,crack,2.68,7191
back_door,minor,lamp broken,22.09,6141
back_light,minor,dent,24.62,1708
back_door,minor,glass shatter,16.31,10363
back_light,minor,dent,10.92,1579
front_glass,minor,lamp broken,13.16,11971
back_door,moderate,glass shatter,11.43,13978
back_light,minor,scratch,14.86,580
back_light,minor,tire flat,9.24,1226
hood,moderate,scratch,16.24,3678
front_light,minor,dent,22.31,1714
front_bumper,moderate,lamp broken,14.62,9732
back_glass,minor,scratch,22.77,2416
front_bumper,minor,crack,13.49,3903
back_light,moderate,tire flat,19.4,2109
front_glass,minor,lamp broken,24.33,11821
front_bumper,minor,scratch,11.23,1124
hood,minor,dent,12.99,4426
front_door,moderate,crack,15.25,8933
back_bumper,severe,tire flat,17.77,5104
front_light,minor,lamp broken,15.63,2892
front_door,minor,lamp broken,4.65,7522
front_bumper,severe,glass shatter,12.23,17862
back_glass,severe,tire flat,10.49,9407
back_glass,minor,scratch,8.13,2338
back_bumper,moderate,scratch,9.27,2007
front_light,moderate,glass shatter,18.32,8820
back_light,moderate,lamp broken,24.44,5098
front_door,minor,crack,24.08,5822
front_bumper,minor,tire flat,17.37,2058
front_light,minor,tire flat,10.4,1533
back_bumper,moderate,scratch,11.22,2221
front_glass,minor,tire flat,11.35,4852
front_door,minor,lamp broken,21.4,7004
back_bumper,minor,dent,9.68,2972
back_bumper,severe,tire flat,17.79,5781
back_glass,minor,tire flat,16.3,3768
front_light,severe,scratch,21.13,1977
back_door,moderate,dent,17.39,6590
back_light,minor,dent,11.59,1563
front_door,minor,crack,4.58,4162
back_glass,minor,dent,11.78,4563
front_bumper,minor,scratch,7.08,1344
front_glass,moderate,tire flat,12.76,9735
back_light,minor,tire flat,2.59,1135
front_door,minor,crack,17.43,4449
front_door,minor,dent,3.76,3739
hood,moderate,crack,4.09,10906
back_light,minor,tire flat,6.04,955
front_light,minor,scratch,8.73,695
hood,minor,scratch,22.71,2455
back_glass,minor,tire flat,24.9,4162
back_light,minor,lamp broken,11.43,2668
hood,moderate,dent,3.68,7827
front_glass,minor,scratch,21.17,3552
front_glass,minor,lamp broken,17.23,11045
back_light,minor,dent,7.68,1339
back_bumper,minor,glass shatter,10.38,6885
back_bumper,moderate,dent,7.9,4700
front_door,minor,lamp broken,8.9,7557
front_light,minor,glass shatter,14.92,4466
back_glass,minor,lamp broken,4.11,8013
front_door,minor,dent,1.44,4046
front_glass,moderate,lamp broken,17.92,19029
back_light,minor,dent,4.9,1354
back_glass,minor,tire flat,4.9,4175
hood,minor,dent,21.1,4759
front_light,minor,tire flat,8.3,1292
front_bumper,minor,tire flat,17.79,2501
front_light,minor,glass shatter,9.16,4940
back_light,minor,lamp broken,19.52,2386
front_door,moderate,scratch,8.66,3171
back_glass,minor,glass shatter,14.04,13843
front_glass,minor,dent,24.6,7007
back_bumper,minor,scratch,22.8,1188
hood,minor,lamp broken,19.22,9134
hood,minor,glass shatter,22.33,14774
back_glass,moderate,scratch,22.43,3965
front_door,moderate,tire flat,16.86,5256
back_glass,minor,dent,20.04,5609
front_light,minor,crack,15.39,2505
back_door,moderate,dent,19.85,7567
hood,minor,scratch,8.33,2081
front_glass,minor,scratch,7.0,3309
back_door,severe,dent,1.01,9887
front_door,moderate,lamp broken,22.88,11129
back_door,moderate,crack,24.14,7487
back_light,minor,scratch,13.52,712
back_bumper,severe,dent,5.7,6781
back_door,moderate,scratch,16.25,3222
back_light,moderate,dent,23.1,2420
back_door,minor,tire flat,6.91,3194
front_light,moderate,lamp broken,21.3,4875
back_door,severe,tire flat,8.88,7589
back_bumper,minor,scratch,17.24,1295
hood,minor,tire flat,20.89,4076
hood,minor,lamp broken,13.3,7932
front_bumper,severe,scratch,12.22,3697
back_bumper,severe,tire flat,14.64,5806
front_light,minor,scratch,7.83,789
front_bumper,minor,crack,17.42,3848
front_bumper,minor,crack,21.4,3262
front_glass,severe,lamp broken,5.09,31747
front_glass,moderate,tire flat,9.24,9458
front_bumper,moderate,glass shatter,24.84,11800
front_glass,severe,dent,18.61,18035
hood,severe,scratch,13.38,6769
back_bumper,moderate,glass shatter,17.9,11859
front_glass,minor,crack,8.54,8524
back_light,minor,tire flat,11.0,1302
hood,minor,dent,13.63,5779
back_light,moderate,crack,12.73,3412
back_light,severe,dent,16.65,3546
front_light,severe,glass shatter,3.25,12973
back_light,moderate,crack,16.41,2620
hood,minor,lamp broken,15.01,8110
back_light,moderate,tire flat,8.72,1614
back_light,moderate,glass shatter,15.5,5693
hood,moderate,crack,2.04,8842
back_door,severe,scratch,17.4,4511
back_light,minor,scratch,8.53,676
front_door,minor,dent,11.81,3838
back_bumper,minor,scratch,4.07,1058
front_light,minor,dent,20.01,1744
back_bumper,minor,lamp broken,9.57,4483
front_light,severe,dent,4.57,3942
back_door,minor,glass shatter,5.67,10813
front_bumper,moderate,crack,20.18,6780
back_door,minor,scratch,14.53,1937
back_door,minor,tire flat,17.25,3282
back_bumper,minor,glass shatter,11.5,6577
back_glass,moderate,scratch,22.75,4179
back_light,moderate,tire flat,1.63,1756
front_bumper,moderate,glass shatter,9.46,13023
front_bumper,minor,crack,20.47,3572
front_door,minor,dent,10.79,4349
front_glass,minor,dent,12.69,7178
front_bumper,minor,scratch,4.29,1229
back_light,moderate,lamp broken,2.48,4387
front_glass,minor,dent,5.27,7332
back_light,moderate,glass shatter,18.3,7373
back_glass,moderate,glass shatter,14.51,20761
back_glass,minor,scratch,11.66,2662
back_bumper,minor,glass shatter,19.56,6075
front_light,severe,dent,2.61,4298
back_door,minor,scratch,5.97,1822
front_bumper,moderate,crack,11.97,6177
back_glass,minor,dent,18.47,5549
back_light,minor,tire flat,17.47,1083
back_door,moderate,tire flat,14.87,4855
back_glass,minor,dent,9.09,4509
back_door,minor,scratch,11.03,1876
hood,moderate,scratch,13.26,3899
front_light,minor,tire flat,11.9,1196
front_bumper,moderate,lamp broken,12.78,8872
front_light,moderate,scratch,23.4,1204
back_light,minor,scratch,16.85,734
back_bumper,severe,dent,5.02,7790
hood,severe,dent,7.21,13836
front_door,moderate,lamp broken,4.3,13091
front_light,minor,glass shatter,14.63,5000
back_bumper,minor,tire flat,20.93,2003
back_glass,moderate,tire flat,23.0,8287
back_glass,minor,crack,11.87,6416
front_bumper,minor,glass shatter,22.75,7364
front_light,moderate,dent,17.78,2827
front_door,minor,glass shatter,19.61,9502
front_glass,minor,dent,15.76,7200
front_light,minor,scratch,4.72,764
back_glass,moderate,lamp broken,4.52,14730
back_door,moderate,tire flat,10.06,4376
back_bumper,minor,dent,21.78,2431
hood,minor,glass shatter,10.29,13507
hood,minor,lamp broken,5.83,9128
front_glass,minor,glass shatter,12.33,20059
front_door,minor,tire flat,12.19,3234
back_door,moderate,scratch,24.92,2690
front_door,severe,scratch,17.13,4674
front_glass,minor,dent,15.49,8190
hood,minor,tire flat,1.47,3639
back_door,minor,glass shatter,13.35,10498
front_glass,moderate,glass shatter,3.47,26146
front_light,moderate,glass shatter,18.39,6754
front_bumper,minor,dent,6.4,3267
front_door,minor,tire flat,10.1,3365
front_bumper,minor,glass shatter,2.29,8181
back_door,severe,dent,14.7,8843
front_light,moderate,dent,12.91,3164
back_bumper,minor,tire flat,9.93,1834
front_bumper,minor,lamp broken,17.47,6049
back_light,moderate,tire flat,5.22,1624
back_glass,severe,lamp broken,12.3,28158
front_light,moderate,crack,17.19,3856
front_door,minor,tire flat,15.38,3091
front_light,minor,tire flat,20.95,1294
back_glass,moderate,glass shatter,17.33,24946
front_bumper,moderate,tire flat,2.35,3204
front_bumper,minor,dent,18.25,2982
back_bumper,moderate,tire flat,3.23,3679
back_light,minor,scratch,19.74,701
back_light,moderate,glass shatter,20.11,6319
front_light,minor,glass shatter,18.85,5210
back_bumper,minor,lamp broken,12.91,4168
front_light,moderate,crack,2.11,3297
front_bumper,moderate,lamp broken,13.39,7713
front_bumper,moderate,lamp broken,13.37,8052
front_door,minor,lamp broken,7.8,6238
front_door,minor,glass shatter,8.94,10591
hood,minor,glass shatter,7.2,13482
front_door,severe,scratch,18.68,4471
back_door,moderate,dent,2.36,6453
front_door,moderate,tire flat,24.09,5243
front_glass,moderate,lamp broken,17.04,22879
back_light,minor,scratch,9.57,662
back_door,moderate,lamp broken,2.26,11334
back_light,minor,tire flat,23.49,1219
back_bumper,minor,scratch,21.6,1148
front_door,severe,lamp broken,12.89,22121
back_bumper,moderate,crack,8.12,5809
hood,severe,glass shatter,14.15,30498
back_glass,moderate,dent,20.3,9110
front_bumper,moderate,lamp broken,7.72,8072
back_bumper,minor,crack,6.95,3124
back_door,moderate,glass shatter,23.05,18084
back_glass,minor,dent,2.88,4609
front_door,minor,lamp broken,7.51,7810
back_glass,minor,glass shatter,23.63,14003
hood,moderate,lamp broken,11.92,16974
hood,severe,glass shatter,8.94,31489
hood,moderate,crack,19.2,11989
back_light,minor,crack,23.03,2130
back_glass,severe,tire flat,24.79,13313
front_glass,moderate,dent,24.1,12228
front_light,moderate,crack,2.54,3640
back_light,minor,crack,6.98,1811
back_door,moderate,scratch,21.2,2986
front_bumper,moderate,glass shatter,11.13,13554
front_door,minor,glass shatter,22.29,12608
front_glass,moderate,lamp broken,4.27,18035
back_light,severe,dent,20.47,3525
front_glass,moderate,crack,13.44,16058
back_light,minor,dent,4.15,1266
front_bumper,minor,scratch,6.12,1251
back_glass,moderate,tire flat,22.8,6317
front_glass,moderate,tire flat,7.82,8876
front_door,minor,glass shatter,2.5,10973
back_glass,minor,tire flat,14.05,3577
hood,moderate,scratch,12.72,4004
back_bumper,minor,glass shatter,8.65,7415
front_door,moderate,lamp broken,8.95,11705
back_light,minor,crack,18.01,1742
hood,minor,dent,21.51,5511
back_glass,minor,crack,23.52,7663
hood,minor,tire flat,11.39,3367
front_door,minor,lamp broken,15.14,7911
hood,minor,crack,13.04,5538
hood,minor,crack,1.86,5244
back_light,moderate,dent,21.15,2314
hood,moderate,lamp broken,12.05,16118
back_glass,moderate,scratch,23.03,3783
front_glass,minor,glass shatter,24.52,17066
front_light,minor,tire flat,10.34,1336
hood,moderate,tire flat,9.11,6353
hood,moderate,glass shatter,24.56,24073
back_glass,minor,dent,22.91,5496
back_light,minor,crack,2.92,1846
front_glass,moderate,scratch,6.46,4690
front_door,moderate,tire flat,12.53,5116
front_glass,minor,scratch,16.61,3548
front_light,moderate,glass shatter,19.41,6788
front_door,minor,scratch,9.55,1857
back_light,severe,dent,19.62,3740
back_glass,moderate,scratch,20.58,4458
back_bumper,moderate,crack,19.93,4858
back_glass,minor,crack,7.97,6196
back_light,moderate,lamp broken,22.42,5226
back_bumper,minor,crack,10.97,3669
hood,minor,dent,15.01,5286
front_bumper,moderate,glass shatter,12.05,12659
front_door,moderate,glass shatter,8.13,19596
hood,severe,tire flat,7.35,10672
front_light,minor,tire flat,5.5,1208
back_door,minor,tire flat,14.06,2860
hood,severe,glass shatter,11.5,29214
front_glass,minor,scratch,15.76,3610
front_bumper,minor,scratch,1.76,1215
hood,minor,lamp broken,2.42,7586
back_bumper,moderate,scratch,6.88,1924
back_door,moderate,scratch,13.11,2513
front_glass,minor,scratch,6.95,3001
back_bumper,moderate,crack,14.15,6251
back_bumper,moderate,lamp broken,23.72,7971
back_light,minor,scratch,21.1,623
front_glass,minor,glass shatter,16.26,18174
back_glass,moderate,lamp broken,2.7,14238
front_glass,moderate,crack,16.84,14174
front_bumper,severe,crack,9.18,9047
front_door,minor,crack,9.22,5552
back_light,moderate,tire flat,4.22,1953
back_door,minor,glass shatter,13.33,10932
front_bumper,moderate,dent,15.98,5649
front_door,moderate,scratch,16.91,3006
back_bumper,moderate,glass shatter,19.57,12198
hood,moderate,scratch,2.78,3705
back_door,moderate,dent,18.03,5789
front_door,minor,glass shatter,8.1,9294
back_light,moderate,dent,16.96,2494
front_glass,moderate,lamp broken,12.12,18077
hood,minor,scratch,2.36,2325
front_door,moderate,tire flat,5.14,5835
back_glass,severe,tire flat,22.07,10808
back_glass,minor,lamp broken,19.55,9010
back_bumper,minor,lamp broken,5.22,4853
hood,minor,dent,20.93,4712
front_light,minor,lamp broken,14.64,3375
front_bumper,moderate,glass shatter,7.07,10964
back_light,minor,scratch,10.76,572
back_door,minor,dent,8.26,4272
back_light,moderate,crack,18.04,3063
back_light,moderate,scratch,17.45,1097
back_glass,minor,glass shatter,10.98,12259
back_light,moderate,crack,3.78,2563
back_bumper,moderate,scratch,22.19,2184
hood,severe,dent,1.95,11951
front_bumper,minor,lamp broken,15.83,6035
back_bumper,minor,lamp broken,13.68,4158
front_glass,minor,tire flat,20.43,5151
back_door,minor,lamp broken,14.82,7084
hood,minor,scratch,6.21,2053
hood,moderate,tire flat,5.97,6205
back_glass,moderate,scratch,22.14,4269
front_light,severe,dent,24.37,5299
back_door,minor,glass shatter,21.6,9395
hood,minor,lamp broken,3.76,8578
front_light,minor,crack,20.52,1940
back_light,minor,tire flat,4.81,1192
back_light,severe,crack,7.32,4517
back_bumper,minor,glass shatter,22.46,7062
front_glass,minor,crack,18.17,8778
back_glass,moderate,crack,16.67,9927
back_door,moderate,glass shatter,6.02,15374
back_light,minor,tire flat,16.42,1248
back_door,severe,tire flat,17.12,9270
back_bumper,moderate,crack,17.56,5448
back_bumper,moderate,scratch,14.76,1920
back_light,minor,dent,21.87,1328
front_door,moderate,lamp broken,10.66,12494
front_glass,moderate,glass shatter,6.89,31254
back_light,moderate,scratch,2.42,1040
front_door,moderate,lamp broken,19.75,12970
back_door,moderate,crack,14.43,7201
back_glass,minor,scratch,21.27,2675
front_glass,moderate,crack,19.68,14034
hood,minor,tire flat,5.62,4193
back_glass,minor,scratch,15.39,2050
front_light,minor,scratch,21.42,779
hood,minor,tire flat,9.97,4361
front_bumper,minor,crack,21.89,3454
back_door,severe,lamp broken,19.76,21376
front_bumper,moderate,lamp broken,19.68,8352
front_light,moderate,lamp broken,5.95,5403
back_light,moderate,glass shatter,21.19,5963
back_light,minor,lamp broken,7.19,2363
front_bumper,minor,glass shatter,8.47,7237
front_bumper,minor,lamp broken,12.51,5577
back_door,minor,glass shatter,19.4,9043
front_glass,minor,scratch,8.99,3452
front_light,minor,glass shatter,3.92,4168
front_bumper,minor,dent,3.66,3059
front_bumper,minor,dent,5.28,2532
front_bumper,minor,tire flat,10.1,1986
front_glass,minor,lamp broken,3.45,11671
back_bumper,moderate,scratch,2.83,1889
back_glass,moderate,glass shatter,1.53,20438
front_door,moderate,tire flat,10.1,5071
front_bumper,moderate,scratch,13.02,2032
hood,severe,crack,23.63,19592
back_light,minor,glass shatter,24.73,4349
back_light,moderate,crack,17.24,3194
front_door,severe,crack,21.34,13447
front_glass,minor,glass shatter,6.54,15084
back_door,moderate,dent,10.93,7242
back_glass,moderate,glass shatter,23.96,27134
front_glass,minor,lamp broken,7.41,10963
back_door,moderate,tire flat,24.18,5168
back_light,moderate,glass shatter,6.56,5880
back_bumper,minor,lamp broken,17.3,4765
back_light,minor,crack,18.19,1893
front_glass,severe,tire flat,9.66,14696
back_door,minor,scratch,17.64,1626
back_bumper,minor,scratch,13.66,1102
front_bumper,moderate,scratch,24.07,2518
back_bumper,moderate,dent,5.15,4262
front_door,moderate,tire flat,9.05,5597
front_bumper,moderate,scratch,9.53,2023
front_glass,moderate,glass shatter,8.05,32460
front_light,moderate,tire flat,9.49,2222
front_light,minor,crack,1.19,1759
front_glass,moderate,tire flat,22.31,10229
back_door,severe,tire flat,5.91,7283
front_bumper,moderate,tire flat,15.04,3576
back_door,moderate,glass shatter,14.22,18046
front_glass,severe,crack,13.35,23113
back_door,severe,tire flat,21.45,7221
front_light,minor,dent,24.18,1654
front_bumper,moderate,tire flat,11.76,4319
back_light,moderate,dent,21.97,2780
front_bumper,minor,lamp broken,17.77,5937
back_glass,moderate,tire flat,16.29,7813
back_light,moderate,crack,19.57,3369
hood,moderate,scratch,12.6,3911
front_light,minor,tire flat,10.73,1364
hood,moderate,dent,2.16,7126
front_door,minor,glass shatter,11.95,11192
back_door,minor,dent,14.45,4309
back_door,moderate,lamp broken,24.04,13606
hood,minor,lamp broken,23.38,10579
front_light,moderate,tire flat,3.78,2150
back_door,severe,crack,7.19,11786
back_door,severe,dent,21.55,9874
front_light,moderate,crack,5.14,3757
front_light,severe,scratch,20.52,2288
hood,moderate,tire flat,24.28,6241
front_light,moderate,tire flat,24.29,2467
front_light,minor,glass shatter,12.25,4605
back_door,minor,tire flat,6.81,2767
back_door,minor,scratch,16.6,1877
back_bumper,severe,lamp broken,19.12,12644
back_bumper,minor,lamp broken,10.74,4999
back_glass,minor,lamp broken,22.85,10908
hood,moderate,scratch,16.52,3637
back_door,minor,glass shatter,19.19,10622
back_glass,moderate,dent,1.03,7198
front_light,moderate,dent,18.98,3348
back_bumper,minor,glass shatter,6.9,6655
back_bumper,moderate,lamp broken,19.04,7925
front_glass,minor,lamp broken,1.88,13025
back_bumper,severe,lamp broken,22.36,12172
hood,moderate,crack,17.14,11039
front_light,minor,tire flat,11.57,1336
back_glass,minor,lamp broken,2.42,8940
front_bumper,moderate,tire flat,20.49,3852
front_light,minor,scratch,10.48,820
back_door,minor,lamp broken,13.05,6740
front_bumper,minor,glass shatter,9.4,8219
back_bumper,minor,scratch,19.35,1310
back_bumper,minor,scratch,5.31,1179
back_light,minor,dent,21.28,1488
front_bumper,minor,crack,23.23,4293
back_light,minor,scratch,22.85,740
front_light,moderate,crack,1.94,3313
front_door,minor,dent,9.23,4247
front_bumper,minor,glass shatter,12.49,6719
